track_name,artist_names,spotify_streams,isrc,all_time_rank,track_score
sky,playboi carti,710319373,USUM72024699,,44.3
love on,selena gomez,45878045,USUM72318034,,44.3
payphone,maroon 5,1828026153,USUM71203347,,44.2
brickell,feid,59546208,USUG12402595,,44.2
i like me better,lauv,1784308411,GBWWP1702907,,44.2
runaway,onerepublic,127466467,USUM72304684,,44.2
que se cuide,luis r conriquez,36145614,QZNJV2414655,,44.2
on my love,zara larsson,128024416,USSM12306769,,44.1
mujeriego,ryan castro,285723562,COSO12100328,,44.1
miss the rage (feat. playboi carti),trippie redd,535695469,QZJ842000983,,44.1
tuta gold,mahmood,95029509,ITUM72400066,,44.1
my boy only breaks his favorite toys,taylor swift,161916445,USUG12401030,,44.0
dandini dandini dastana,derya yildirim,12750,DEE882214257,,44.0
florida!!! (feat. florence + the machine),taylor swift,140177107,USUG12401035,,44.0
legends,juice wrld,681282854,USUG11801263,,44.0
black beatles,rae sremmurd,972005229,USUM71603293,,44.0
king size,roddy ricch,3248779,USAT22220949,,44.0
girls want girls (with lil baby),drake,459480135,USUG12104399,,43.9
linger - siriusxm session,royel otis,8053814,FRX872443806,,43.9
slow dancing in the dark,joji,1291244134,ZZOPM1800452,,43.9
bipolar,peso pluma,222295526,QMBZ92388584,,43.9
addicted,zerb,63142772,NLRD52350359,,43.9
besos moja2,wisin & yandel,416361102,USSD12200829,,43.8
wake up in the sky,gucci mane,996942947,USAT21811087,,43.8
el chico del apartamento 512 - remasterizado 2024/30th anniversary,selena,195435575,USUM72402909,,43.8
papercut,linkin park,497285757,USWB11201315,,43.8
chanel,becky g,287853890,USRC12300804,,43.8
otro trago,sech,693061510,QM9WM1900120,,43.8
back in blood (feat. lil durk),pooh shiesty,378239461,USAT22007048,,43.7
jugaste y sufrï¿,eslabon armado,492509763,USE7D2000268,,43.7
una foto remix (feat. emilia),mesita,206001461,UYS642300003,,43.7
religiously,bailey zimmerman,225556005,USWB12300537,,43.7
what happened to virgil (feat. gunna),lil durk,144889291,USQX92200954,,43.7
hello,adele,1550553401,GBBKS1500214,,43.6
hay lupita,lomiiel,22692011,QZHNA2429530,,43.6
gatita,bellakath,218661601,QZPLR2286558,,43.6
world on fire,nate smith,100360956,USRN12300006,,43.6
love you anyway,luke combs,164507374,US6XF2100158,,43.6
mojabi ghost,tainy,368429447,USA2P2331985,,43.5
n95,kendrick lamar,426936498,USUM72208963,,43.4
niagara falls (foot or 2) [with travis scott & 21 savage],metro boomin,325654069,USUG12208792,,43.4
volvï¿,didi romero,47586,QZTJ32100010,,43.4
earned it (fifty shades of grey),the weeknd,1667089416,USUG11500923,,43.4
gucci gang,lil pump,648757330,USWB11701486,,43.4
la bebe,yng lvcas,255707376,QZTAT2174000,,43.3
jaded,miley cyrus,173349210,USSM12209778,,43.3
bye,peso pluma,252239644,QM6P42321186,,43.3
l$d,luclover,34621941,QZHN42243265,,43.3
wolves,selena gomez,1358424406,USUM71712103,,43.3
scars to your beautiful,alessia cara,1422563654,USUM71506811,,43.2
fri(end)s,v,196612187,USA2P2411822,,43.2
surface pressure,jessica darrow,318018082,USWD12112914,,43.2
volver al futuro,oscar maydon,25593926,QZ9QQ2400330,,43.2
praise god,kanye west,451323154,USUM72116287,,43.1
friesenjung,ski aggu,150508549,DE1FB2300037,,43.1
el azul,junior h,684103586,QZ9QQ2300115,,43.1
earfquake,"tyler, the creator",962546385,USQX91901111,,43.1
ya supï¿½ï¿½rame (en v,grupo firme,347218974,QZDQH2148787,,43.0
if u think i'm pretty,artemas,219995278,QZTB92397158,,43.0
fin de semana,oscar maydon,568846143,QZ9QQ2300040,,43.0
everybody (feat. lil uzi vert),nicki minaj,114947522,USUM72318678,,43.0
my oh my (feat. dababy),camila cabello,703865912,USSM11914257,,42.9
forever after all,luke combs,472886929,US6XF2000192,,42.9
fried (she a vibe),future,33224742,USSM12402032,,42.9
123 song,d billions,628692,FR96X1996525,,42.9
hello (feat. a boogie wit da hoodie),pop smoke,578061816,USUM72014370,,42.9
numb,marshmello,401066217,USRC12202117,,42.9
ojapiano,kcee,27444985,QZNJW2329848,,42.8
area codes,kaliii,228240866,USAT22301942,,42.8
medallo,blessd,452087681,COA6W2102282,,42.8
domingo abacaxi flamingo,bolofofos,12933566,CACWV2000813,,42.8
riptide,vance joy,2541833602,AULI01385760,,42.8
ch y la pizza,fuerza regida,511421362,QZ9QQ2200104,,42.7
in ha mood,ice spice,190126590,USUG12300365,,42.7
por quï¿½ï¿½ se,grupo frontera,29906024,FRX452426440,,42.7
all mine,brent faiyaz,315014005,QM24S2203185,,42.7
let me know (i wonder why freestyle),juice wrld,503584339,USUG11903494,,42.7
the night we met,lord huron,2097181065,US53Q1200103,,42.7
playa del inglï¿½,quevedo,347558532,ES5152201707,,42.7
boo!shut,piggs,29649,JPU902300754,,42.7
hola perdida remix,luck ra,8981282,CLPP22400062,,42.7
talk,yeat,242057987,USUM72216448,,42.7
now and then,the beatles,66843778,GBUM72203947,,42.6
for life (feat. zak abel & nile rodgers),kygo,36844307,USRC12400376,,42.6
kya loge tum,b praak,89701636,INUM72300286,,42.6
california breeze,lil baby,116994951,USUG12207230,,42.6
nonstop,drake,1118459427,USCM51800191,,42.6
love dive,ive,397988770,KRA382204375,,42.5
alucin,eugenio esquivel,207103587,QMFMF2346943,,42.5
go stupid,polo g,416388749,USQX92000261,,42.5
popstar (feat. drake),dj khaled,712664065,USSM12004501,,42.4
qual ï¿½ï¿½ o seu des,tz da coronel,71586678,BC2TS2400002,,42.4
lovesick girls,blackpink,561712007,KRA402000136,,42.4
solo (feat. demi lovato),clean bandit,1042065058,GBAHS1800328,,42.4
una vida pasada,camilo,50955386,USSD12400106,,42.4
steven universe,l.dre,54104852,QZFZ32084911,,42.4
places to be,fred again..,11581454,GBAHS2400279,,42.4
asi es la vida,enrique iglesias,123776123,USSD12300536,,42.3
corazï¿½,maluma,598040653,USSD11700459,,42.3
elvira,oscar maydon,183146334,QZ9QQ2300978,,42.3
fantasias,rauw alejandro,663578551,QM6P41989279,,42.3
el jefe,shakira,122882453,USQX92305281,,42.3
am,nio garcia,361357607,QM4TW2137909,,42.2
te lo agradezco,kany garcï¿½,169162533,US5022300029,,42.2
plebada,el alfa,148677837,QM6P42370020,,42.2
marea (weï¿½ï¿½ï¿½ve lost da,fred again..,336943720,GBAHS2100041,,42.2
fall in love,bailey zimmerman,262185115,USWB12200122,,42.2
cupid,fifty fifty,212084990,KSA012239180,,42.2
dj gamm gamm piri slow,dj bahbus,32014,SGB502262965,,42.1
guilty as sin?,taylor swift,165611453,USUG12401036,,42.1
waiting for love,avicii,1397975653,CHB701400134,,42.1
bombï¿½,daddy yankee,129335327,USUG12201723,,42.0
hello,muramatsu karaoke,3531,USE831522275,,42.0
every chance i get (feat. lil baby & lil durk),dj khaled,352955079,USSM12102263,,42.0
mo bamba,sheck wes,1056346890,QM24S1703585,,42.0
bank account,21 savage,1150653471,USSM11705546,,42.0
"one of the girls (with jennie, lily rose depp)",the weeknd,939627795,USUG12303881,,42.0
get you the moon (feat. snï¿½ï,kina,1020435750,USSM11808093,,42.0
never felt so alone,labrinth,269669185,USSM12302165,,41.9
baile do bruxo,tropa do bruxo,155915718,QZWDE2303666,,41.9
love me jeje,tems,34621656,USRC12400907,,41.9
heather,conan gray,1675083208,USUM71924264,,41.8
come & go (with marshmello),juice wrld,959313617,USUG12001904,,41.8
mas rica que ayer,anuel aa,256112908,QM4TX2320032,,41.7
love again,dua lipa,665464734,GBAHT1901302,,41.7
bï¿½ï¿½cane - a colors,yamï¿,120595666,DEXC82300032,,41.7
all of me,21 savage,87111207,USSM12304894,,41.6
giving me,jazzy,150463218,GBUM72206719,,41.6
attitude (feat. charlie wilson & cash cobain),don toliver,14204736,USAT22402817,,41.6
what do you mean?,justin bieber,1599742798,USUM71511919,,41.6
bailando - english version,enrique iglesias,218205900,GBUM71401975,,41.5
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,jazzdauren,2902263,RUAGV2400963,,41.5
tv,billie eilish,572602278,USUM72213724,,41.5
but daddy i love him,taylor swift,154819909,USUG12401033,,41.5
tiroteo - remix,marc seguï¿,654941874,USWL12100143,,41.5
pushin p (feat. young thug),gunna,368155242,QMCE32200039,,41.4
take me to church,hozier,2544489950,IEACJ1300031,,41.4
it's you,ali gatie,1123039235,USWB11901154,,41.4
love lee,akmu,72468277,KRA402300033,,41.4
jump,tyla,95341415,USSM12308661,,41.4
venom - music from the motion picture,eminem,788282679,USUM71813345,,41.4
fantasmas,humbe,88072335,MXH912300041,,41.3
basit numaralar,zerrin ï¿½ï¿,57370965,TRBTU2300129,,41.3
karma,taylor swift,777305444,USUG12205717,,41.3
the painter,cody johnson,107754524,QMCQK1900300,,41.3
chiky boom,paylon,41254,ES5052200746,,41.2
me & u,tems,100830964,USRC12302300,,41.2
vista al mar,quevedo,511726944,ZZOPM2239784,,41.2
imagine,carbonne,35864342,FR9W12422486,,41.2
all the stars (with sza),kendrick lamar,1638529683,USUM71713947,,41.2
lehanga,jass manak,41063045,FR59R1989925,,41.2
x (feat. future),21 savage,581220786,QZ45A1600041,,41.2
crazyz,fuerza regida,202633616,QZ9QQ2300772,,41.1
passionfruit,drake,1625307365,USCM51700072,,41.1
like crazy,jimin,1165398518,USA2P2251865,,41.1
i donï¿½ï¿½ï¿½t wanna live forever (fifty shades d,zayn,1662288901,USQ4E1602586,,41.1
what it is (solo version),doechii,308738277,USUG12301967,,41.1
bad and boujee (feat. lil uzi vert),migos,936450891,QMCE31600796,,41.1
subeme la radio (feat. descemer bueno & zion & lennox),enrique iglesias,706158416,USRC11700058,,41.1
soak city (do it),310babii,128855739,QZK6G2375527,,41.1
the woo (feat. 50 cent & roddy ricch),pop smoke,560691819,USUM72013367,,41.0
cheerleader - felix jaehn remix radio edit,omi,1663491433,USUS11202574,,41.0
woah (feat. d3mstreet),krypto9095,92985109,QZDA41998629,,41.0
wrecking ball,miley cyrus,930004605,USRC11301214,,41.0
stereo love (tiktok remix),djremixgod,348676476,QZYFZ2414978,,40.9
stuck with u (with justin bieber),ariana grande,1120501187,USUM72009644,,40.9
she's all i wanna be,tate mcrae,452628341,USRC12103120,,40.8
oh my god,adele,562200390,USSM12105973,,40.8
leave out all the rest,linkin park,270590102,USWB12401901,,40.8
ispy (feat. lil yachty),kyle,960430911,USAT21700378,,40.8
i am,ive,269067890,QM4TX2337764,,40.8
midnight sky,miley cyrus,629372240,USRC12002653,,40.8
"earth, wind & fire",boynextdoor,15434400,USA2P2409361,,40.8
andrea,bad bunny,432885913,QM6MZ2214893,,40.7
ric flair drip (with metro boomin),offset,1506766477,QZ45A1700064,,40.7
dï¿½ï¿½,teya dora,125289731,FRX202362720,,40.7
going bad (feat. drake),meek mill,1189579197,USAT21812710,,40.7
tenho que me decidir,mc ph,111408880,BXG6R2301027,,40.7
wunder,ayliva,47364546,DEA622401272,,40.7
safaera,bad bunny,868744690,QM4TX2030965,,40.7
baby,justin bieber,952635214,USUM70919263,,40.7
on bs,drake,253540951,USUG12208600,,40.7
love again,the kid laroi,215466975,USSM12211461,,40.6
lagunas,peso pluma,301396080,QM7282306255,,40.6
narcotics (with bryant myers),dei v,154018930,QZWA32200363,,40.6
linea del perreo (feat. dj kiire),uzielito mix,99086405,GXBAV2380562,,40.6
24k magic,bruno mars,1425996809,USAT21602944,,40.6
the feels,twice,431638330,US5TA2100080,,40.5
someone like you,adele,1925879064,GBBKS1000351,,40.5
oh u went (feat. drake),young thug,112624663,USAT22306750,,40.5
right now (feat. crush),coogie,8163960,KRC712300070,,40.5
burn,kanye west,147150985,QZ7XS2400009,,40.4
high fashion (feat. mustard),roddy ricch,538059363,USAT21906985,,40.3
ronald,falling in reverse,17589316,USEP42414003,,40.3
we paid (feat. 42 dugg),lil baby,417634388,USUG12000092,,40.3
boss bitch,doja cat,878349171,USAT21907355,,40.3
ballena,vulgo fk,174583156,BRRGE2300535,,40.3
locked away (feat. adam levine),r. city,990518773,USRC11501369,,40.3
tal vez,paulo londra,751585271,USWL11900063,,40.3
the remedy for a broken heart (why am i so in love),xxxtentacion,959078765,USUG11800488,,40.2
beautiful mistakes (feat. megan thee stallion),maroon 5,730200775,USUM72103449,,40.2
cynical,twocolors,112737954,DEUM72307092,,40.2
these words,badger,57562320,GBARL2400375,,40.2
robarte un beso,carlos vives,658225560,USSD11700301,,40.2
vida gangster,lauty gram,105604106,QZW9M2268068,,40.2
for my hand (feat. ed sheeran),burna boy,264048274,USAT22204903,,40.1
cowgirls (feat. ernest),morgan wallen,266560481,USUG12300827,,40.1
'til you can't,cody johnson,258769609,QMCQK1900137,,40.1
hass hass,diljit dosanjh,106514756,INW262318603,,40.1
you got it,vedo,378584974,USUYG1299206,,40.1
ldr,shoti,37027643,QZNWS2249445,,40.1
"kaavaalaa (from ""jailer"")",shilpa rao,94518210,QMBZ92319256,,40.0
me or sum (feat. future & lil baby),nardo wick,169074195,USRC12103471,,40.0
you're welcome,dwayne johnson,551115166,USWD11677860,,40.0
la noche de anoche,bad bunny,990189999,QMFME2066840,,39.9
fuk sumn,kanye west,120079689,QZ7XS2400010,,39.9
billete grande (en vivo),fuerza regida,309329645,USDXS2202642,,39.9
royals,lorde,1232502989,NZUM71200031,,39.8
charm,rema,111124873,NGA3B2314006,,39.8
prove it,21 savage,88224186,USSM12309169,,39.8
mon amour - remix,zzoilo,689939531,ES5702101693,,39.8
adan y eva,paulo londra,915772593,USWL11801206,,39.8
no lie,sean paul,1162659862,GBUM71604557,,39.8
"phir aur kya chahiye (from ""zara hatke zara bachke"")",sachin-jigar,226109929,INH102307527,,39.8
10 carros,chefin,92949075,BCM9A2300098,,39.8
the astronaut,jin,422186660,USA2P2230326,,39.8
gogo dance,el alfa,122568157,QM4TX2261587,,39.8
komang,raim laode,329763216,SGB502228663,,39.8
the spectre,alan walker,428110164,NOG841713010,,39.7
ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & gunner),juepak,4399533,THMOB2412776,,39.7
darari,treasure,224285122,KRA402100151,,39.7
ferxxo 100,feid,444613276,USUM72209716,,39.7
no te quieren conmigo,gaby music,138904532,USUM72315218,,39.7
more than you know,nospace,2030,QZMEM2268044,,39.7
shower,becky g,809840469,USRC11400866,,39.7
b.o.t.a. (baddest of them all) - edit,eliza rose,325902688,QZAKB2166405,,39.7
chatak matak,renuka panwar,24806000,INT502012314,,39.7
cooped up (with roddy ricch),post malone,327011836,USUM72208020,,39.6
friends,marshmello,1436709386,GBAHS1800025,,39.6
fina,bad bunny,226576178,QMFME2364183,,39.6
come back to me,rm,44991905,USA2P2421306,,39.6
whatsapp (wassam),gunna,20011325,USAT22403299,,39.5
3:15 (breathe),russ,303510160,TCAFO2147109,,39.5
love me again,v,626153696,USA2P2339030,,39.5
down under (feat. colin hay),luude,315606874,AUDCB1701966,,39.5
like that (feat. gucci mane),doja cat,510302007,USRC11902288,,39.5
control,zoe wees,457848626,GB2DY2000093,,39.5
push up - original mix,creeds,83801298,NLCK42223782,,39.4
novo balanï¿½,veigh,258439807,QZMWW2396002,,39.4
dancin (feat. luvli) - krono remix,aaron smith,856908437,QMLA71400326,,39.4
goosebumps - remix,travis scott,767502068,USSM12100202,,39.4
die for you,joji,363300065,USWB12203732,,39.4
sc-9,yahir saldivar,63296147,QZDA52413180,,39.3
we are young (feat. janelle monï¿½ï¿½e) - feat. janelle m,fun.,1143172586,USAT21101399,,39.3
my head & my heart,ava max,518293446,USAT22007121,,39.3
accendio,ive,12367963,QM4TX2478221,,39.2
deep end,fousheï¿,277505000,USRC12002568,,39.2
loosing interest,kurochuu,43492280,CA5KR2466576,,39.2
turbo s,yasin,2109876,SE5752322602,,39.2
30 grados rkt,rune,50652672,QZNWU2434670,,39.1
mi bello angel,natanael cano,349522530,USWL12301027,,39.1
turks & caicos (feat. 21 savage),rod wave,79871904,USQX92305198,,39.1
si veo a tu mamï¿,bad bunny,817199682,QM4TX2030842,,39.1
1-800-273-8255,logic,1332154389,USUM71702778,,39.0
after hours,the weeknd,942637026,USUG12000586,,39.0
alibi (feat. rudimental),ella henderson,78096380,GBAHS2301557,,39.0
i luv it (feat. playboi carti),camila cabello,78537688,USUG12401760,,38.9
the middle,zedd,1503269550,USUM71800463,,38.9
doctor (work it out) [feat. miley cyrus],pharrell williams,40447209,USSM12400672,,38.9
pompeii,bastille,1590278292,GBAAA1200795,,38.9
hymn for the weekend - seeb remix,coldplay,652636187,GBAYE1600763,,38.9
lonely (with benny blanco),justin bieber,820172575,USUM72019170,,38.9
hold on,justin bieber,749776475,USUM72102322,,38.9
can't hold us - feat. ray dalton,macklemore & ryan lewis,2397109372,GMM881200021,,38.9
i like it,cardi b,1624314065,USAT21801431,,38.8
8 parche,baani sandhu,96829196,FR96X1934664,,38.8
modo dnd,xavi,186482379,USA2P2352296,,38.8
thank god,travis scott,159483318,USSM12305005,,38.8
home,edith whiskers,382143321,GBVHN2000009,,38.8
the london (feat. j. cole & travis scott),young thug,729825680,USAT21903320,,38.8
si te pudiera mentir,calibre 50,497062969,QM2EJ1500417,,38.7
one of your girls,troye sivan,222373201,AUUM72300179,,38.7
tell em,cochise,499262863,USSM12103018,,38.7
close eyes,dvrst,495840131,QZHN82186053,,38.6
mr pot scraper,bossman dlow,19565712,USQX92400597,,38.6
la durango,peso pluma,42032763,QM6N22400640,,38.6
please me,cardi b,551035247,USAT21811659,,38.6
el hijo mayor,junior h,357445095,USWL12200441,,38.6
la fama,rosalï¿½,459476092,USSM12107750,,38.5
til further notice,travis scott,133152051,USSM12305020,,38.5
"poblado (feat. crissin, totoy el frio & natan & shander) [remix]",j balvin,347951927,QZ5BF1600040,,38.5
lokera,rauw alejandro,656416971,USSD12200700,,38.5
cardigan,taylor swift,1307283069,USUG12002836,,38.4
see you again (feat. kali uchis),"tyler, the creator",1610423351,USQX91701275,,38.4
amanece,anuel aa,784096553,USDXS1806044,,38.4
popular,the weeknd,811545581,USUMV2302771,,38.4
king shit,shubh,84030576,QMFMG2357540,,38.4
la inocente,mora,736983718,QM4TX2252954,,38.4
chicago freestyle (feat. giveon),drake,763384135,USUG12001407,,38.3
johnny dang (with paul wall & drodi),that mexican ot,128049237,USUG12303409,,38.3
s-class,stray kids,207857363,US5TA2300034,,38.3
gaslight,inji,17756452,QZHN32201081,,38.3
die young (feat. 347aidan),sleepy hallow,245406516,USRC12201686,,38.3
vente pa' ca,ricky martin,613961293,USSD11600252,,38.2
can't tame her,zara larsson,159051363,USSM12210918,,38.2
vibez,dababy,432315500,USUM71919281,,38.2
i don't fuck with you,big sean,781790448,USUM71414033,,38.2
se grita,morad,142131977,QM6N22330624,,38.2
hyaena,travis scott,137071285,USSM12305004,,38.2
kick back,kenshi yonezu,360816226,JPU902203702,,38.2
m.a.i,milo j,163958167,UYB282384010,,38.2
tu hai kahan,aur,218471293,QZMEM2351612,,38.2
danza kuduro - cover,work out gym - dj mix,1642258500,TCJPX2359315,,38.1
truth or dare,tyla,91143676,USSM12308650,,38.1
just the way you are,bruno mars,2099862852,USAT21001269,,38.1
rasputin,majestic,613000788,DEE862100256,,38.1
say it right (dance),melon,3119521,ZZOPM2342003,,38.1
if the world was ending - feat. julia michaels,jp saxe,1145402792,USQX91902708,,38.1
"how far i'll go - from ""moana""",alessia cara,740261910,USWD11677601,,38.1
ýýýýýýýýýýýý,hoshimachi suisei,21255074,JPV752408464,,38.1
heartless,the weeknd,975754682,USUG11904007,,38.0
upa cavalinho,galinha pintadinha,13615330,BRP8C1200082,,38.0
mirrors,justin timberlake,1047154254,USRC11300059,,38.0
we fell in love in october,girl in red,1034272727,GBKPL1828677,,38.0
sorry not sorry,demi lovato,1156601592,USUM71707196,,38.0
x eso bb,jere klein,124155654,UYB282393001,,38.0
where did you go? (feat. mnek),jax jones,389547230,GBUM72108841,,38.0
the lazy song,bruno mars,950810060,USAT21001886,,37.9
sex sounds,lil tjay,413974601,USSM11909049,,37.9
despuï¿½ï¿½s de la p,bad bunny,542751537,QM6MZ2214876,,37.9
asiwaju,ruger,108133711,GBARL2202349,,37.9
sticky,drake,253177498,USUG12204888,,37.9
mahiye jinna sohna slowed + reverb,darshan raval,1843453,INW262317919,,37.9
hey! hey!,tws,1010608,USA2P2428743,,37.9
centuries,fall out boy,1184571362,USUM71412644,,37.9
what makes you beautiful,one direction,1265397717,GBHMU1100018,,37.9
sweetest pie,megan thee stallion,359563711,QMCE32200232,,37.9
reggaetï¿½ï¿½n lento (baile,cnco,738438810,USSD11600135,,37.9
gmfu (w/ 6arelyhuman),odetari,199444237,QZVFR2301503,,37.8
skitzo,travis scott,97901897,USSM12305016,,37.8
friendly fire,linkin park,27605207,USWB12400280,,37.8
niï¿½ï¿½a bo,feid,237741410,USUM72305943,,37.8
skeeyee,sexyy red,96289114,QZQAY2395569,,37.8
the git up,blanco brown,346783267,QZEPT1900040,,37.8
beautiful crazy,luke combs,828103564,US6XF1700259,,37.8
"annihilate (spider-man: across the spider-verse) (metro boomin & swae lee, lil wayne, offset)",metro boomin,199846893,USUM72308539,,37.8
lover,taylor swift,1413268808,USUG11901473,,37.8
midas touch,kiss of life,50824333,KRA382401544,,37.8
follow you,imagine dragons,412887321,USUM72102981,,37.8
ýýýýýýýýýýýýýýýýýýýýýýýý,ptrp studio,13219831,THSOH2204284,,37.8
por las noches,peso pluma,541105655,FR96X2198154,,37.8
body like a back road,sam hunt,874864898,USUM71700575,,37.7
best part (feat. h.e.r.),daniel caesar,1362614026,CADDS1700022,,37.7
melhor vibe,mc ryan sp,39157273,BRWMB2400319,,37.7
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,456034,THSOH2307725,,37.7
cake by the ocean - cover,love bgm jpn,1622824522,TCJPX2359697,,37.7
set fire to the rain,adele,1595514674,GBBKS1000348,,37.7
worth it,fifth harmony,815946405,USSM11406644,,37.7
malvadï¿½ï¿,xamï¿,270364614,QZNJZ2122225,,37.6
2 be loved (am i ready),lizzo,335194737,USAT22203706,,37.6
shut up and dance,walk the moon,1690450389,USRC11401949,,37.6
sugarcrash!,elyotto,364210672,TCAFB2092742,,37.6
sail,awolnation,814264073,USP6L1000053,,37.6
solo conmigo,romeo santos,99640817,USSD12200782,,37.6
dial drunk (with post malone),noah kahan,276026602,USUM72308676,,37.5
piscina,maria becerra,81319633,USWL12302932,,37.5
bandit (with youngboy never broke again),juice wrld,925747848,USUG11903492,,37.5
this is what falling in love feels like,jvke,477620800,GBKPL2163189,,37.5
galway girl,ed sheeran,1311631709,GBAHS1700026,,37.5
firework,katy perry,1065375074,USCA21001262,,37.5
wait in the truck (feat. lainey wilson),hardy,127223430,QZ22S2200068,,37.5
no es por acï¿,carin leon,331775657,QZQMB2102485,,37.4
funny song,cavendish music,5866282,GBBGY1743613,,37.4
adventure of a lifetime,coldplay,1020239582,GBAYE1500981,,37.4
nice for what,drake,1276685592,USCM51800077,,37.4
us vs them,$uicideboy$,44027794,QZAPK2000499,,37.4
vaaste,dhvani bhanushali,126921341,INS181900798,,37.4
falta de quï¿½,luan pereira,27120441,BRRGE2400266,,37.4
left and right (feat. jung kook of bts),charlie puth,947763871,USAT22205563,,37.4
obsessed with you,central cee,336889834,ZZOPM2110165,,37.3
bang!,ajr,426425213,QMRSZ2000128,,37.3
style (taylor's version),taylor swift,211462881,USUG12306674,,37.3
gato de noche,ýýengo flow,427842597,QMFMF2216359,,37.3
despeinada,ozuna,420652971,USXDR2000590,,37.2
runnin,21 savage,653352641,USSM12005346,,37.2
hey driver (feat. the war and treaty),zach bryan,221575551,USWB12304897,,37.2
real gangsta love,trueno,31366703,US66W2401066,,37.2
oki doki,karol g,221406245,USUG12305254,,37.2
free mind,tems,155772691,QMBZ92014864,,37.1
new rules,dua lipa,2098443322,GBAHT1600310,,37.1
favorite crime,olivia rodrigo,1058390692,USUG12101249,,37.1
la forma en que me miras,super yei,541468772,QM6MZ1872146,,37.1
when you're gone,shawn mendes,323292046,USUM72204098,,37.1
high road (feat. jessie murph),koe wetzel,6120999,USQX92401733,,37.1
savage,megan thee stallion,427275743,QMCE32000097,,37.1
put it on da floor again (feat. cardi b),latto,60082145,USRC12301450,,37.0
you should probably leave,chris stapleton,427605317,USUM72013814,,37.0
runaway,aurora,884816583,GBUM71500527,,37.0
spicy,aespa,133536914,KRA302300145,,37.0
ya leil w yal ein,al shami,9736339,LBA132301385,,37.0
die for you,the weeknd,2265551950,USUG11601011,,37.0
need it (feat. youngboy never broke again),migos,328017675,USUG12000098,,37.0
into you,ariana grande,1368497471,USUM71601827,,37.0
invincible,pop smoke,549824221,USUM72002003,,37.0
le monde,richard carter,84141101,QMB622321018,,37.0
un besito mï¿½,salastkbron,39026522,AR5UH2302301,,36.9
ya no somos ni seremos,christian nodal,469278591,MXF012200055,,36.9
macetando,ivete sangalo,67224922,BKS182300001,,36.9
stand by me,ben king,1094052047,DETT12295003,,36.9
goa beach,tony kakkar,33384757,FR10S2014119,,36.9
sharks,imagine dragons,283572432,USUM72205464,,36.9
teenage dream,stephen dawes,170404957,USDA12202749,,36.9
igualito a mi apï¿,fuerza regida,316447060,QZ9QQ2200167,,36.8
thunder,gabry ponte,551090518,ITV952100014,,36.8
thousand miles,the kid laroi,299159279,USSM12203367,,36.8
staying alive (feat. drake & lil baby),dj khaled,204471704,USSM12206682,,36.8
walk em down (feat. roddy ricch),nle choppa,565296902,USWB12000247,,36.8
khairiyat,arijit singh,240571166,INS181904666,,36.8
moves like jagger - studio recording from the voice performance,maroon 5,1461578587,USUM71109132,,36.7
private landing (feat. justin bieber & future),don toliver,242528711,USAT22301679,,36.7
turn yo clic up (feat. future),quavo,70868414,USUG12300051,,36.7
hotline bling,drake,1335494972,USCM51500238,,36.7
down below,roddy ricch,394772670,USAT21811792,,36.7
chupï¿½,el gudi,126216271,PYC842302802,,36.7
emiliana,ckay,223634694,ZA34K2100657,,36.7
sonrï¿½ï¿½ele a la,dnk,3052742,QZHZ62124573,,36.7
life goes on,bts,717715448,QMBZ92051791,,36.7
world hold on - fisher rework,bob sinclar,240482615,FR4E42227000,,36.7
cry,benson boone,72952792,USWB12401092,,36.7
11:00 pm,maluma,719602988,USSD11900166,,36.7
one call away,charlie puth,833094374,USAT21502703,,36.6
bitch let's do it,youngboy never broke again,46368950,USUG12303290,,36.6
i am not okay,jelly roll,4522,USUG12403674,,36.6
move your body,ýýwnboss,366000029,NLZ542101576,,36.6
stay,rihanna,1313274600,USUM71214754,,36.6
faucet failure,ski mask the slump god,571258899,USUM71820924,,36.6
danza kuduro,don omar,1656974409,USUM71020778,,36.6
suavemente,soolking,159676691,FR9KQ2200190,,36.6
locked out of heaven,bruno mars,2004657631,USAT21203287,,36.6
party rock anthem,lmfao,717233625,USUM71100061,,36.6
jealous,eyedress,789418331,GBMYF1900115,,36.5
"love me like you do - from ""fifty shades of grey""",ellie goulding,1532640437,GBUM71406894,,36.5
love nwantiti - remix,dj yo!,596326288,QZHN32199953,,36.5
victoriaï¿½ï¿½ï¿½s,jax,161267092,USAT22208037,,36.5
the scotts,the scotts,789962731,USSM12002217,,36.5
still with you,jung kook,188249146,QM6N22094716,,36.5
daytona,cris mj,139929615,QMFME2394931,,36.5
not afraid,eminem,1012914789,USUM71011769,,36.5
gods,league of legends,147487181,QZH6S1900802,,36.4
fotos y recuerdos (remasterizado 2024/30th anniversary),selena,66283950,USUM72402908,,36.4
bad romance,lady gaga,1229109018,USUM70918596,,36.4
the feeling,lost frequencies,130424397,BEHP42300013,,36.4
luna,peso pluma,266623831,QM7282306223,,36.4
just give me a reason,p!nk,1301573727,USRC11200786,,36.3
